epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,52906.7,1.28177,2.15343,0.62688,0.8172,0.61139,0.7005,0.41122,1.29258,2.2459,0.62875,0.000892,0.000892,0.000892
186,53196.8,1.14743,1.76929,0.60084,0.81948,0.60955,0.69848,0.41083,1.29336,2.25374,0.62866,0.0008425,0.0008425,0.0008425
187,53476.6,1.13447,1.73194,0.59856,0.82034,0.6089,0.69665,0.41082,1.29398,2.2604,0.62839,0.000793,0.000793,0.000793
188,53756.4,1.12944,1.73046,0.59739,0.81844,0.60761,0.69629,0.41039,1.2923,2.26185,0.62808,0.0007435,0.0007435,0.0007435
189,54036.7,1.1242,1.72127,0.59702,0.81288,0.60841,0.69578,0.41005,1.292,2.26725,0.62797,0.000694,0.000694,0.000694
190,54316.6,1.1248,1.71646,0.59863,0.81405,0.60552,0.69385,0.40947,1.29249,2.26869,0.62815,0.0006445,0.0006445,0.0006445
191,54596.8,1.12029,1.70473,0.59568,0.80981,0.6071,0.694,0.41021,1.2905,2.26905,0.62813,0.000595,0.000595,0.000595
192,54876.6,1.1205,1.68806,0.59501,0.81066,0.60713,0.69416,0.4107,1.28786,2.26797,0.62771,0.0005455,0.0005455,0.0005455
193,55157,1.11678,1.68856,0.59593,0.80551,0.6091,0.69381,0.41073,1.28614,2.27509,0.62762,0.000496,0.000496,0.000496
194,55437.6,1.1092,1.67537,0.59393,0.80314,0.61056,0.69419,0.41079,1.2859,2.27774,0.62768,0.0004465,0.0004465,0.0004465
195,55718.3,1.11489,1.68327,0.59577,0.80772,0.60888,0.6944,0.41131,1.28671,2.28024,0.62811,0.000397,0.000397,0.000397
196,56017.7,1.11299,1.6873,0.5954,0.80124,0.6102,0.69388,0.41086,1.2863,2.28197,0.6282,0.0003475,0.0003475,0.0003475
197,56331.4,1.10711,1.67038,0.59472,0.80269,0.60969,0.69346,0.41092,1.2856,2.28207,0.62831,0.000298,0.000298,0.000298
198,56634.5,1.09969,1.66292,0.59259,0.80822,0.60619,0.69291,0.41071,1.28584,2.28233,0.62836,0.0002485,0.0002485,0.0002485
199,56954.3,1.10524,1.66999,0.59346,0.81105,0.60397,0.69264,0.41083,1.28565,2.27977,0.62841,0.000199,0.000199,0.000199
200,57269,1.10166,1.65513,0.59349,0.8067,0.60749,0.693,0.41083,1.28566,2.28282,0.62847,0.0001495,0.0001495,0.0001495
