epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,54174.3,1.44468,2.67816,0.68713,0.81169,0.64162,0.71988,0.40273,1.43092,2.46435,0.6711,0.001288,0.001288,0.001288
178,54443,1.44843,2.69905,0.68991,0.81126,0.64077,0.71969,0.40333,1.42945,2.46656,0.6708,0.0012385,0.0012385,0.0012385
179,54711.7,1.4434,2.67687,0.68963,0.81381,0.6392,0.72073,0.40382,1.42939,2.46424,0.67137,0.001189,0.001189,0.001189
180,54980.1,1.4357,2.65521,0.6883,0.81428,0.64087,0.72182,0.40357,1.4304,2.46639,0.67186,0.0011395,0.0011395,0.0011395
181,55248.4,1.43537,2.65013,0.68705,0.81115,0.64148,0.72138,0.40378,1.42933,2.4627,0.67161,0.00109,0.00109,0.00109
182,55517,1.4451,2.67516,0.6887,0.8124,0.63981,0.72047,0.40405,1.42878,2.46044,0.67152,0.0010405,0.0010405,0.0010405
183,55785,1.43667,2.62866,0.68894,0.81353,0.63951,0.72069,0.40399,1.42873,2.46381,0.67139,0.000991,0.000991,0.000991
184,56053.6,1.42946,2.62208,0.68331,0.81386,0.63872,0.72018,0.40438,1.42779,2.46256,0.67093,0.0009415,0.0009415,0.0009415
185,56322.2,1.45303,2.66539,0.68621,0.81542,0.63864,0.72074,0.40418,1.42846,2.46277,0.6712,0.000892,0.000892,0.000892
186,56589,1.31015,2.23944,0.65728,0.81799,0.63645,0.72065,0.40487,1.42599,2.46066,0.67064,0.0008425,0.0008425,0.0008425
187,56847.5,1.28751,2.17253,0.65358,0.81151,0.63817,0.71974,0.40563,1.42062,2.45769,0.66964,0.000793,0.000793,0.000793
188,57104.8,1.2908,2.1736,0.65277,0.81006,0.63943,0.71933,0.40644,1.41794,2.45213,0.66884,0.0007435,0.0007435,0.0007435
189,57362.7,1.28854,2.167,0.65328,0.8095,0.63977,0.7203,0.40658,1.41516,2.44949,0.66825,0.000694,0.000694,0.000694
190,57620.5,1.28733,2.16244,0.65441,0.80833,0.64015,0.71996,0.40775,1.41447,2.44714,0.66823,0.0006445,0.0006445,0.0006445
191,57878.2,1.28683,2.16219,0.6518,0.80975,0.63842,0.72034,0.40805,1.4124,2.44709,0.66797,0.000595,0.000595,0.000595
192,58180.7,1.28375,2.13643,0.65285,0.81168,0.63657,0.72012,0.40864,1.40953,2.44426,0.66751,0.0005455,0.0005455,0.0005455
193,58491.5,1.27865,2.11531,0.65167,0.8109,0.63328,0.72004,0.40826,1.40785,2.44195,0.6672,0.000496,0.000496,0.000496
194,58801.8,1.26884,2.11022,0.64944,0.81227,0.63427,0.72031,0.40888,1.4054,2.44264,0.66717,0.0004465,0.0004465,0.0004465
195,59111,1.27478,2.13311,0.6506,0.81234,0.63331,0.7204,0.40895,1.40524,2.44184,0.66706,0.000397,0.000397,0.000397
196,59421.3,1.26851,2.11359,0.64725,0.8112,0.63387,0.71933,0.40919,1.40539,2.44148,0.66694,0.0003475,0.0003475,0.0003475
197,59731.6,1.26731,2.11125,0.64929,0.8098,0.63601,0.72047,0.40904,1.40552,2.44157,0.66692,0.000298,0.000298,0.000298
198,60041.9,1.26602,2.09305,0.64969,0.81106,0.63776,0.72149,0.40938,1.40423,2.43969,0.66693,0.0002485,0.0002485,0.0002485
199,60352.5,1.26935,2.10745,0.64693,0.80904,0.64059,0.72249,0.40968,1.40299,2.43812,0.66663,0.000199,0.000199,0.000199
200,60662.3,1.2596,2.08476,0.64738,0.81064,0.63888,0.72225,0.40979,1.40238,2.43806,0.66662,0.0001495,0.0001495,0.0001495
