epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
147,168459,0.94289,0.5341,0.87154,0.81849,0.66243,0.75254,0.43144,1.43264,0.90149,1.00135,0.002773,0.002773,0.002773
148,169560,0.94561,0.53834,0.87314,0.80405,0.64825,0.75273,0.43074,1.43321,0.87428,1.00608,0.0027235,0.0027235,0.0027235
149,170687,0.92585,0.52054,0.87152,0.82926,0.64801,0.75222,0.42981,1.44851,0.88829,1.01679,0.002674,0.002674,0.002674
150,171812,0.93709,0.52405,0.86841,0.81752,0.67251,0.75098,0.43201,1.42235,0.85893,1.00756,0.0026245,0.0026245,0.0026245
151,172936,0.9211,0.52578,0.87082,0.7949,0.68329,0.76399,0.43874,1.39684,0.83493,0.99648,0.002575,0.002575,0.002575
152,174060,0.92186,0.52333,0.87185,0.85307,0.63382,0.7527,0.44024,1.40955,0.87542,1.002,0.0025255,0.0025255,0.0025255
153,175183,0.92585,0.5313,0.87042,0.85672,0.6469,0.75473,0.43453,1.42107,0.86821,1.004,0.002476,0.002476,0.002476
154,176310,0.93006,0.53081,0.87106,0.8345,0.67277,0.75885,0.44699,1.40258,0.87056,1.00208,0.0024265,0.0024265,0.0024265
155,177436,0.90693,0.51344,0.86409,0.80951,0.69272,0.76667,0.44389,1.42101,0.8482,1.00602,0.002377,0.002377,0.002377
156,178529,0.92023,0.51798,0.86298,0.81586,0.66877,0.7592,0.4404,1.40035,0.86837,1.0082,0.0023275,0.0023275,0.0023275
157,179587,0.92541,0.52533,0.86982,0.84411,0.6422,0.76008,0.44563,1.38625,0.87198,1.00593,0.002278,0.002278,0.002278
158,180670,0.89878,0.51365,0.86074,0.85089,0.67679,0.76944,0.44187,1.3883,0.84755,1.00167,0.0022285,0.0022285,0.0022285
159,181779,0.91513,0.51253,0.86565,0.8259,0.65633,0.75766,0.43767,1.4026,0.87273,1.0013,0.002179,0.002179,0.002179
160,182884,0.90064,0.51229,0.85754,0.82602,0.64625,0.75521,0.44021,1.38818,0.88783,1.0004,0.0021295,0.0021295,0.0021295
161,183989,0.89249,0.4964,0.85676,0.81425,0.66712,0.75883,0.43993,1.4217,0.86939,1.00779,0.00208,0.00208,0.00208
162,185096,0.89263,0.50711,0.86539,0.8656,0.63477,0.76051,0.44499,1.40176,0.88324,0.99654,0.0020305,0.0020305,0.0020305
163,186203,0.88393,0.48983,0.85441,0.82794,0.66846,0.7632,0.4504,1.38967,0.8612,1.00066,0.001981,0.001981,0.001981
164,187309,0.90481,0.50653,0.86309,0.8352,0.65633,0.76085,0.44674,1.38258,0.84836,0.99714,0.0019315,0.0019315,0.0019315
165,188417,0.88191,0.49067,0.85426,0.83864,0.66712,0.76036,0.44087,1.40904,0.87029,1.00905,0.001882,0.001882,0.001882
166,189525,0.88358,0.5007,0.85878,0.82556,0.65694,0.75604,0.43835,1.3966,0.86138,1.00582,0.0018325,0.0018325,0.0018325
167,190630,0.87227,0.48606,0.85725,0.81059,0.68464,0.76461,0.44924,1.3916,0.86293,1.00351,0.001783,0.001783,0.001783
